# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
14700.000000;  8098.304730;  151.410126;  1121.170428;  0.222223;  23581.011783;  990.746328;  854.607926;  10336.649059;  -815.079658;  12.169670;  -4042.623920;  59787.089445;  -3309.728025;  1544.339113;  -14495.057716;  64519.724598;  2784.976112;  2241.071158;  13777.581659;  32133.086897
14730.000000;  8114.762705;  152.087719;  1123.455578;  0.222425;  23628.726463;  993.042455;  860.533562;  10384.740809;  -816.601179;  12.227467;  -4040.041455;  60076.268960;  -3317.993679;  1551.752495;  -14528.928533;  64721.789506;  2791.519692;  2248.071410;  13815.433154;  32337.299389
14760.000000;  8131.256087;  152.766723;  1125.740643;  0.222551;  23676.494408;  995.818848;  866.573207;  10433.387843;  -818.117974;  12.286936;  -4037.243314;  60363.314681;  -3326.311998;  1559.294411;  -14562.375997;  64967.946016;  2797.988423;  2256.602790;  13854.003485;  32528.091798
14790.000000;  8147.725467;  153.422179;  1128.025577;  0.222707;  23724.195729;  998.462734;  871.906988;  10476.371499;  -819.659422;  12.339055;  -4035.810168;  60613.578324;  -3334.361414;  1566.042501;  -14594.878696;  65170.956443;  2804.274411;  2263.630915;  13891.418473;  32710.965088
14820.000000;  8164.190046;  154.058161;  1130.310644;  0.222871;  23771.972500;  1001.228835;  877.588377;  10520.399566;  -821.187872;  12.391084;  -4034.867226;  60833.861654;  -3342.545419;  1572.870754;  -14629.969553;  65387.152874;  2811.027491;  2271.104547;  13926.518987;  32868.983133
14850.000000;  8180.713120;  154.711096;  1132.599884;  0.223016;  23819.768930;  1004.171374;  883.653165;  10565.710467;  -822.705781;  12.445293;  -4034.312186;  61094.153732;  -3350.890729;  1579.826039;  -14665.244167;  65618.609900;  2817.811114;  2279.175606;  13961.393350;  33032.327589
14880.000000;  8197.216616;  155.378703;  1134.890608;  0.223215;  23867.670502;  1007.231372;  889.534317;  10609.273426;  -824.232053;  12.495908;  -4033.711471;  61345.282229;  -3359.161240;  1586.454552;  -14700.273987;  65840.579233;  2824.551422;  2286.950213;  13996.484713;  33174.666780
14910.000000;  8213.717442;  156.042834;  1137.181143;  0.223432;  23915.552128;  1010.284216;  895.309061;  10654.445772;  -825.760240;  12.549129;  -4033.107013;  61606.192026;  -3367.400360;  1593.338609;  -14737.438034;  66079.828707;  2831.679418;  2295.323510;  14029.733545;  33309.940992
14940.000000;  8230.304914;  156.764932;  1139.471115;  0.223581;  23963.353710;  1013.312531;  900.328876;  10695.234958;  -827.311186;  12.595354;  -4033.056874;  61873.334558;  -3375.389742;  1599.536443;  -14772.825282;  66285.247974;  2838.479644;  2302.601291;  14063.355176;  33418.752925
14970.000000;  8246.903151;  157.396120;  1141.760883;  0.223801;  24011.188013;  1016.313668;  905.208894;  10740.552123;  -828.866638;  12.646822;  -4035.344441;  62135.434736;  -3383.329950;  1606.261958;  -14807.622644;  66486.166451;  2845.154861;  2309.709993;  14095.052128;  33527.585011
15000.000000;  8263.414311;  158.032391;  1144.049106;  0.224048;  24059.007483;  1019.437180;  910.267483;  10790.189813;  -830.416910;  12.703407;  -4036.180221;  62401.238288;  -3391.306677;  1613.598080;  -14843.265294;  66692.128950;  2851.994787;  2316.997095;  14127.564069;  33644.515636
15030.000000;  8279.944055;  158.750350;  1146.336032;  0.224248;  24106.766662;  1022.983944;  916.058796;  10846.757516;  -831.940379;  12.767361;  -4036.135050;  62693.102896;  -3399.560213;  1621.849344;  -14879.882169;  66933.427129;  2859.018085;  2325.553477;  14160.605818;  33752.402193
15060.000000;  8296.444953;  159.411422;  1148.623690;  0.224439;  24154.676516;  1026.194220;  922.251118;  10908.556959;  -833.451593;  12.838207;  -4034.910902;  63024.746435;  -3407.952742;  1630.909954;  -14917.466914;  67201.442075;  2866.227535;  2335.039063;  14194.441661;  33883.937680
15090.000000;  8312.922952;  160.101716;  1150.912504;  0.224710;  24202.971641;  1029.738949;  928.161785;  10974.428075;  -834.974346;  12.915057;  -4035.456544;  63346.139288;  -3416.232903;  1640.617507;  -14954.615358;  67466.796531;  2873.347001;  2344.444662;  14227.036732;  34001.342646
15120.000000;  8329.399272;  160.785049;  1153.200374;  0.224942;  24251.085182;  1033.161321;  933.985079;  11037.404085;  -836.499004;  12.988134;  -4037.221232;  63675.101699;  -3424.481320;  1649.918650;  -14991.924007;  67724.493337;  2880.484750;  2353.639854;  14258.029094;  34110.924281
15150.000000;  8345.961470;  161.394021;  1155.489466;  0.225231;  24299.347526;  1036.871010;  939.569497;  11104.499390;  -838.029302;  13.065182;  -4036.371459;  64008.522128;  -3432.677391;  1659.755429;  -15030.075349;  68007.141296;  2887.796989;  2363.705886;  14291.011446;  34215.048681
15180.000000;  8362.556009;  162.022582;  1157.776343;  0.225521;  24347.449268;  1041.074214;  945.351422;  11172.385175;  -839.548573;  13.142910;  -4036.912481;  64340.938292;  -3440.963853;  1669.619572;  -15070.000832;  68283.678607;  2895.419615;  2373.524579;  14321.126918;  34337.274803
15210.000000;  8379.173247;  162.671189;  1160.062539;  0.225887;  24395.371986;  1045.185673;  950.508899;  11235.932124;  -841.086628;  13.214725;  -4038.176873;  64666.420954;  -3449.033926;  1678.861406;  -15110.521490;  68539.956930;  2903.143415;  2382.614417;  14349.441169;  34469.568978
15240.000000;  8395.731808;  163.325066;  1162.345556;  0.226273;  24443.155900;  1048.808699;  955.667582;  11296.650653;  -842.623351;  13.283069;  -4038.226720;  64987.969873;  -3457.083298;  1687.658925;  -15151.089935;  68800.513404;  2910.884216;  2391.791257;  14378.761759;  34628.655479
15270.000000;  8412.254611;  163.965727;  1164.631905;  0.226606;  24491.122094;  1052.592119;  961.225252;  11355.135988;  -844.151707;  13.349060;  -4037.274569;  65330.278757;  -3465.262964;  1696.224909;  -15191.215821;  69047.108476;  2918.553754;  2400.503215;  14409.882557;  34799.658416
15300.000000;  8428.803532;  164.607307;  1166.917200;  0.226881;  24538.798963;  1056.336555;  967.241699;  11421.458773;  -845.663208;  13.423129;  -4036.687212;  65646.585942;  -3473.617743;  1705.805594;  -15231.054721;  69317.155954;  2926.166086;  2410.024093;  14440.904596;  34933.406572
15330.000000;  8445.321066;  165.234190;  1169.205309;  0.227151;  24586.651356;  1060.370291;  973.177566;  11488.182665;  -847.181591;  13.497147;  -4036.459923;  65975.606254;  -3481.929806;  1715.351059;  -15270.370032;  69608.065698;  2933.681850;  2420.261108;  14472.095794;  35067.875255
15360.000000;  8461.779581;  165.883630;  1171.495392;  0.227356;  24634.617382;  1064.238457;  979.267633;  11552.403909;  -848.698187;  13.567199;  -4035.950651;  66290.595547;  -3490.279836;  1724.511476;  -15310.558502;  69895.758608;  2941.359335;  2430.388461;  14503.032147;  35194.992978
15390.000000;  8478.217713;  166.516673;  1173.785152;  0.227593;  24682.642677;  1067.581761;  985.227562;  11614.121236;  -850.219174;  13.635846;  -4035.668846;  66601.774037;  -3498.576580;  1733.355549;  -15351.113494;  70199.206426;  2949.102121;  2441.016269;  14533.397131;  35351.639877
15420.000000;  8494.687022;  167.134192;  1176.074291;  0.227832;  24730.728587;  1070.951042;  990.266676;  11664.057399;  -851.769580;  13.690764;  -4035.082779;  66949.907438;  -3506.546322;  1740.549880;  -15390.714546;  70488.422562;  2956.674386;  2451.191467;  14564.317736;  35532.298234
15450.000000;  8511.169949;  167.784232;  1178.366229;  0.228180;  24778.883767;  1074.426137;  995.054061;  11719.038131;  -853.330461;  13.751923;  -4033.235052;  67341.906909;  -3514.430449;  1748.459515;  -15430.553829;  70795.982576;  2964.300231;  2462.067466;  14596.224446;  35713.364462
15480.000000;  8527.670625;  168.474839;  1180.656727;  0.228456;  24827.167303;  1078.245771;  999.715441;  11772.382793;  -854.892895;  13.813016;  -4032.529828;  67731.921002;  -3522.278510;  1756.272085;  -15471.240638;  71112.443512;  2972.072240;  2473.255052;  14626.340464;  35874.676507
15510.000000;  8544.151656;  169.150084;  1182.946379;  0.228785;  24875.339807;  1082.251431;  1004.484924;  11823.551662;  -856.451800;  13.871729;  -4032.581996;  68110.260472;  -3530.157481;  1763.853549;  -15511.607569;  71424.806918;  2979.779409;  2484.320322;  14655.903328;  36020.599840
15540.000000;  8560.687101;  169.850885;  1185.236799;  0.229146;  24923.479700;  1086.307349;  1009.336620;  11874.703288;  -858.006574;  13.931840;  -4031.649321;  68508.799522;  -3538.088170;  1771.469401;  -15552.508229;  71766.370012;  2987.590925;  2496.384478;  14686.078852;  36169.778112
15570.000000;  8577.235459;  170.558396;  1187.526766;  0.229528;  24971.768729;  1090.744899;  1013.743753;  11927.436933;  -859.575507;  13.994253;  -4033.974442;  68897.788087;  -3545.860258;  1779.302166;  -15592.961635;  72114.344407;  2995.297136;  2508.688032;  14713.200002;  36303.291850
15600.000000;  8593.814229;  171.241924;  1189.817452;  0.229870;  25020.238264;  1094.423662;  1018.033049;  11971.381547;  -861.147630;  14.047453;  -4036.021642;  69322.936508;  -3553.602817;  1785.928434;  -15633.995283;  72444.144578;  3003.112328;  2520.404949;  14740.247950;  36459.850075
15630.000000;  8610.406494;  171.935731;  1192.107467;  0.230215;  25068.695758;  1098.271829;  1023.345965;  12020.172745;  -862.684251;  14.105641;  -4036.246309;  69721.150748;  -3561.725378;  1793.284616;  -15675.828568;  72797.246521;  3011.086820;  2532.838581;  14769.157998;  36631.302240
15660.000000;  8627.047931;  172.644349;  1194.397292;  0.230559;  25117.352478;  1102.065796;  1028.205142;  12064.991697;  -864.234955;  14.158141;  -4036.863688;  70093.925239;  -3569.695889;  1800.124050;  -15716.362900;  73109.750327;  3018.823782;  2543.874097;  14798.669192;  36796.049531
15690.000000;  8643.584115;  173.353759;  1196.689080;  0.230914;  25166.243564;  1106.127509;  1033.481537;  12109.553914;  -865.777692;  14.210334;  -4036.366345;  70476.426455;  -3577.777618;  1806.834839;  -15756.339045;  73405.424349;  3026.469745;  2554.323491;  14830.207340;  36976.124176
15720.000000;  8660.104386;  174.065552;  1198.980595;  0.231350;  25215.145684;  1109.806611;  1038.793628;  12156.827867;  -867.319525;  14.264779;  -4034.910378;  70867.820190;  -3585.866342;  1813.987514;  -15796.265098;  73691.016128;  3034.114102;  2564.413087;  14862.777052;  37176.167646
15750.000000;  8676.508286;  174.749371;  1201.269532;  0.231741;  25263.931767;  1113.679540;  1044.241523;  12199.851369;  -868.858130;  14.313743;  -4033.936263;  71255.296935;  -3593.962221;  1820.603213;  -15836.214803;  74006.906462;  3041.758135;  2575.613723;  14894.737825;  37350.232442
15780.000000;  8692.966307;  175.455674;  1203.558436;  0.232040;  25312.636612;  1117.660331;  1050.513840;  12248.088686;  -870.366328;  14.370823;  -4032.113658;  71659.024393;  -3602.384832;  1828.050086;  -15878.091812;  74363.480478;  3049.758313;  2588.261022;  14926.476877;  37514.214705
15810.000000;  8709.382496;  176.131291;  1205.849840;  0.232406;  25361.547297;  1121.379741;  1057.131561;  12298.929204;  -871.867289;  14.430827;  -4030.784064;  72051.403683;  -3610.916219;  1835.910120;  -15919.567807;  74705.915939;  3057.683402;  2600.453449;  14958.459217;  37654.780170
15840.000000;  8725.796206;  176.866972;  1208.141331;  0.232701;  25410.421678;  1125.176271;  1063.399811;  12351.095287;  -873.379685;  14.493366;  -4029.656995;  72434.698172;  -3619.321216;  1843.993259;  -15961.436199;  75054.073615;  3065.677948;  2612.802967;  14989.642879;  37799.893957
15870.000000;  8742.243929;  177.572589;  1210.430303;  0.233034;  25459.262134;  1128.905565;  1069.043306;  12398.024126;  -874.909650;  14.551859;  -4029.028784;  72776.576314;  -3627.508370;  1851.493612;  -16002.488954;  75401.105374;  3073.520163;  2625.059946;  15020.564078;  37946.494107
15900.000000;  8758.589524;  178.224273;  1212.718741;  0.233369;  25508.018430;  1131.939190;  1074.988615;  12445.474752;  -876.431739;  14.610988;  -4028.871632;  73163.189994;  -3635.772253;  1859.060101;  -16044.617544;  75736.247300;  3081.553578;  2636.964564;  15050.175720;  38105.934306
15930.000000;  8774.981999;  178.909655;  1215.010894;  0.233728;  25556.936318;  1134.747166;  1080.535066;  12498.741568;  -877.969033;  14.678196;  -4029.114359;  73529.010433;  -3643.908969;  1867.515139;  -16086.939948;  76063.433881;  3089.620369;  2648.574679;  15079.152337;  38253.594216
15960.000000;  8791.373608;  179.551301;  1217.302346;  0.233952;  25605.752039;  1137.275639;  1085.963257;  12552.552634;  -879.509855;  14.744858;  -4029.585839;  73887.768983;  -3652.000791;  1875.911948;  -16128.848347;  76367.027794;  3097.609372;  2659.374049;  15108.055791;  38402.362694
15990.000000;  8807.777524;  180.167954;  1219.595356;  0.234168;  25654.688038;  1140.002280;  1091.077485;  12608.606102;  -881.063309;  14.814278;  -4030.279834;  74216.236611;  -3659.976866;  1884.552613;  -16169.174001;  76643.999241;  3105.309981;  2669.165487;  15137.954374;  38558.611987
16020.000000;  8824.107844;  180.814860;  1221.885537;  0.234395;  25703.527831;  1142.808853;  1095.817895;  12667.151931;  -882.628497;  14.884863;  -4032.207726;  74580.850214;  -3667.791601;  1893.468906;  -16209.825552;  76944.759910;  3113.059527;  2679.803966;  15165.945258;  38737.763245
16050.000000;  8840.424367;  181.506397;  1224.172566;  0.234589;  25752.258949;  1145.219858;  1100.389687;  12726.418963;  -884.197583;  14.955739;  -4034.620387;  74935.093516;  -3675.534446;  1902.459440;  -16249.029673;  77235.029783;  3120.541469;  2690.063490;  15194.404949;  38922.200678
16080.000000;  8856.776849;  182.200281;  1226.460640;  0.234827;  25800.999475;  1147.439948;  1104.757103;  12782.567149;  -885.773546;  15.022229;  -4035.420661;  75373.581063;  -3683.214453;  1911.010914;  -16287.811550;  77550.178130;  3127.959224;  2701.264367;  15224.733081;  39143.366159
16110.000000;  8873.114398;  182.952403;  1228.751928;  0.235057;  25849.859062;  1149.835064;  1108.818864;  12840.054028;  -887.363245;  15.090374;  -4034.944351;  75839.275631;  -3690.778192;  1919.733132;  -16326.655953;  77861.876464;  3135.399130;  2712.395216;  15256.201642;  39356.371759
16140.000000;  8889.448437;  183.709634;  1231.046273;  0.235218;  25898.694928;  1152.220294;  1112.154476;  12891.644171;  -888.979474;  15.150412;  -4035.179556;  76304.422072;  -3698.080223;  1927.563352;  -16366.397113;  78173.832685;  3142.996303;  2723.551332;  15285.704051;  39575.953844
16170.000000;  8905.778795;  184.477219;  1233.341621;  0.235429;  25947.761504;  1154.380775;  1115.611727;  12944.360079;  -890.592820;  15.212335;  -4035.139847;  76773.562920;  -3705.425034;  1935.646059;  -16406.115580;  78494.833170;  3150.593261;  2735.050645;  15315.813627;  39775.771615
16200.000000;  8922.159286;  185.212809;  1235.633298;  0.235665;  25996.546659;  1156.697604;  1118.967536;  12996.209113;  -892.204318;  15.274576;  -4035.171499;  77236.197809;  -3712.750519;  1943.694687;  -16445.658008;  78807.799026;  3158.155504;  2746.269704;  15345.677939;  39973.889931
16230.000000;  8938.647143;  185.968739;  1237.925369;  0.235810;  26045.259969;  1158.755507;  1121.541096;  13043.664520;  -893.838326;  15.331775;  -4033.783008;  77722.613706;  -3719.831552;  1951.151531;  -16485.411863;  79124.830781;  3165.766590;  2757.666325;  15376.275418;  40187.130828
16260.000000;  8955.045064;  186.699110;  1240.217659;  0.235963;  26094.135371;  1161.313723;  1123.380370;  13094.695449;  -895.499664;  15.391582;  -4034.342428;  78195.849926;  -3726.613757;  1958.986681;  -16525.350032;  79431.511184;  3173.397361;  2768.678224;  15404.369944;  40400.572595
16290.000000;  8971.443863;  187.457439;  1242.511489;  0.236105;  26143.014191;  1163.793913;  1125.399837;  13143.546523;  -897.156361;  15.448244;  -4035.154793;  78632.865024;  -3733.462905;  1966.431981;  -16565.582682;  79754.662609;  3181.079713;  2780.256793;  15432.092352;  40579.980128
16320.000000;  8987.844884;  188.172662;  1244.808046;  0.236207;  26191.911394;  1166.915823;  1127.009513;  13189.111032;  -898.829758;  15.501993;  -4037.211200;  79128.944298;  -3740.161197;  1973.466129;  -16605.107397;  80081.950375;  3188.623949;  2791.982766;  15458.888235;  40805.373260
16350.000000;  9004.248205;  188.951461;  1247.103157;  0.236227;  26240.821241;  1169.772659;  1129.334602;  13241.425101;  -900.477937;  15.564249;  -4040.434704;  79584.693653;  -3747.120822;  1981.427238;  -16644.761497;  80385.711324;  3196.182771;  2802.852639;  15484.895016;  41011.086025
16380.000000;  9020.633395;  189.644379;  1249.396025;  0.236290;  26289.847731;  1172.301626;  1131.502348;  13291.411262;  -902.129661;  15.622137;  -4044.110809;  80050.823684;  -3754.016739;  1989.002995;  -16684.431875;  80686.258834;  3203.741954;  2813.658391;  15510.432370;  41203.622076
16410.000000;  9036.998440;  190.386068;  1251.686768;  0.236354;  26338.988108;  1174.889648;  1133.540586;  13340.813609;  -903.784756;  15.677079;  -4048.729015;  80557.429771;  -3760.855278;  1996.425385;  -16723.328445;  80968.177417;  3211.154123;  2823.824891;  15535.670532;  41427.365249
16440.000000;  9053.423445;  191.196758;  1253.975416;  0.236425;  26388.070616;  1177.676901;  1136.429357;  13400.993638;  -905.407606;  15.745829;  -4051.872937;  81016.286193;  -3768.025071;  2005.452795;  -16762.318301;  81239.924653;  3218.594194;  2833.549287;  15562.869113;  41659.497797
16470.000000;  9069.761165;  191.969255;  1256.264500;  0.236455;  26436.863420;  1180.252981;  1140.088991;  13468.732088;  -907.007556;  15.823069;  -4053.359071;  81510.413757;  -3775.447397;  2015.535961;  -16802.370027;  81550.961238;  3226.237796;  2844.712101;  15591.031822;  41877.478944
16500.000000;  9086.155088;  192.743679;  1258.553165;  0.236537;  26485.893705;  1182.490754;  1143.983281;  13534.804932;  -908.597857;  15.897694;  -4051.953151;  82012.327157;  -3782.973108;  2025.269134;  -16841.821747;  81876.257269;  3233.796566;  2856.298838;  15623.035942;  42146.935609
16530.000000;  9102.525097;  193.535414;  1260.843078;  0.236601;  26534.891708;  1184.384652;  1147.851387;  13605.680775;  -910.191177;  15.977475;  -4051.682656;  82498.422962;  -3790.480060;  2035.686279;  -16881.130357;  82168.143739;  3241.320303;  2866.746382;  15653.947323;  42382.406502
16560.000000;  9118.938878;  194.330559;  1263.133974;  0.236676;  26583.909399;  1186.547291;  1151.569906;  13676.194566;  -911.789220;  16.056786;  -4050.699944;  82941.674981;  -3797.947152;  2046.104225;  -16920.075678;  82451.419491;  3248.783685;  2876.844192;  15685.823849;  42609.827370
16590.000000;  9135.306467;  195.136504;  1265.423844;  0.236769;  26632.920141;  1188.898173;  1156.186866;  13751.024051;  -913.358624;  16.141468;  -4050.364787;  83373.180746;  -3805.721119;  2057.108068;  -16958.283405;  82748.335896;  3256.107977;  2887.395562;  15718.217360;  42830.923079
16620.000000;  9151.729671;  195.908706;  1267.714182;  0.236900;  26681.865585;  1190.761853;  1160.722410;  13823.151852;  -914.928420;  16.223025;  -4050.374977;  83802.691760;  -3813.490845;  2067.775244;  -16997.819484;  83081.201447;  3263.670471;  2899.208178;  15749.088594;  43043.405297
16650.000000;  9168.174981;  196.700359;  1270.007338;  0.237127;  26731.021506;  1193.104380;  1165.776592;  13898.931068;  -916.481968;  16.308411;  -4048.403325;  84240.861637;  -3821.463574;  2078.864310;  -17039.033155;  83434.857211;  3271.554753;  2911.742120;  15781.153146;  43274.604282
16680.000000;  9184.560798;  197.474626;  1272.301213;  0.237332;  26780.326021;  1195.436215;  1170.714571;  13974.127209;  -918.042013;  16.391946;  -4045.754124;  84714.339708;  -3829.372519;  2089.793642;  -17080.264221;  83809.465142;  3279.448582;  2925.021747;  15813.918309;  43522.699529
16710.000000;  9200.918547;  198.197745;  1274.594939;  0.237517;  26829.484128;  1197.516299;  1175.823439;  14048.535795;  -919.596610;  16.474232;  -4043.758187;  85137.151513;  -3837.336640;  2100.545026;  -17122.341704;  84183.056352;  3287.490033;  2938.214383;  15845.277945;  43746.225302
16740.000000;  9217.279734;  199.048443;  1276.886627;  0.237666;  26878.833669;  1199.448276;  1180.917631;  14123.468357;  -921.150034;  16.556370;  -4042.867177;  85569.691503;  -3845.294031;  2111.404691;  -17163.734763;  84572.475178;  3295.400054;  2951.957543;  15876.271710;  43984.243883
16770.000000;  9233.647844;  199.875223;  1279.181368;  0.237826;  26928.095727;  1201.409732;  1184.896850;  14192.097274;  -922.743122;  16.628951;  -4042.428529;  85961.322464;  -3852.848648;  2121.242172;  -17205.106412;  84928.491025;  3303.302010;  2964.515276;  15905.997089;  44200.070565
16800.000000;  9249.891989;  200.719727;  1281.477052;  0.237972;  26977.283293;  1203.442690;  1189.229732;  14260.639210;  -924.330097;  16.701369;  -4042.364723;  86355.523805;  -3860.483863;  2131.031927;  -17245.733007;  85269.196889;  3311.065108;  2976.554297;  15936.035483;  44415.959006
16830.000000;  9266.104009;  201.588864;  1283.771952;  0.238057;  27026.305600;  1205.738120;  1193.929398;  14329.037122;  -925.904404;  16.772444;  -4041.004816;  86794.549820;  -3868.245207;  2140.772851;  -17287.525218;  85621.758513;  3319.048754;  2989.081299;  15966.480068;  44631.288649
