# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
7890.000000;  4328.047136;  42.588753;  603.395047;  0.083664;  12908.188458;  443.060389;  -0.259548;  3042.318904;  -456.052244;  3.600471;  -2512.609856;  15256.985433;  -1596.415073;  459.639270;  -6104.306164;  21904.789971;  1189.594030;  750.530700;  8359.581787;  10047.939166
7920.000000;  4344.324360;  42.795914;  605.679460;  0.084303;  12955.754174;  445.376702;  1.939334;  3077.211676;  -457.703765;  3.640376;  -2520.287489;  15391.422269;  -1603.252064;  464.835427;  -6135.956151;  22102.853832;  1195.653584;  757.260583;  8386.151444;  10174.449850
7950.000000;  4360.644816;  42.999345;  607.964477;  0.084919;  13003.392388;  447.755603;  4.364805;  3113.738949;  -459.346467;  3.682667;  -2528.076173;  15537.012794;  -1610.189937;  470.279694;  -6168.336060;  22318.820376;  1201.845476;  764.614959;  8412.263325;  10303.002797
7980.000000;  4376.990788;  43.198855;  610.249670;  0.085529;  13051.030653;  450.249318;  7.111895;  3148.722111;  -460.978224;  3.723280;  -2535.458389;  15677.038814;  -1617.252069;  475.504118;  -6200.225456;  22523.457148;  1207.951378;  771.572168;  8439.420246;  10437.490159
8010.000000;  4393.309878;  43.417707;  612.534506;  0.086156;  13098.506820;  452.674310;  9.923873;  3182.582147;  -462.608143;  3.763155;  -2543.927747;  15809.610169;  -1624.329356;  480.580507;  -6232.461967;  22736.852787;  1214.110697;  778.812864;  8465.058561;  10569.892518
8040.000000;  4409.554184;  43.638223;  614.817934;  0.086784;  13145.862684;  455.092121;  12.600578;  3215.476981;  -464.244605;  3.802364;  -2553.563675;  15938.232200;  -1631.324816;  485.570035;  -6263.278863;  22948.926041;  1220.002106;  785.991371;  8490.425527;  10708.407232
8070.000000;  4425.840220;  43.874704;  617.102002;  0.087436;  13193.198305;  457.367820;  15.579397;  3249.803804;  -465.869787;  3.843575;  -2565.223135;  16059.335687;  -1638.448528;  490.765778;  -6294.947153;  23165.601550;  1226.032423;  793.324365;  8513.263744;  10841.294569
8100.000000;  4442.158827;  44.126946;  619.389090;  0.088084;  13240.607022;  459.906516;  18.484142;  3285.030936;  -467.499003;  3.886166;  -2577.264049;  16167.458066;  -1645.559143;  496.127236;  -6327.129441;  23376.568363;  1232.153754;  800.432990;  8535.341198;  10977.679570
8130.000000;  4458.470427;  44.387735;  621.675315;  0.088741;  13287.975941;  462.622286;  21.631955;  3318.550484;  -469.118845;  3.927012;  -2588.714436;  16260.358294;  -1652.759450;  501.214059;  -6360.321046;  23590.512988;  1238.462749;  807.639747;  8557.302609;  11105.263732
8160.000000;  4474.714402;  44.620153;  623.960175;  0.089374;  13335.437283;  465.450852;  25.412317;  3351.738027;  -470.718844;  3.968210;  -2601.923414;  16352.546815;  -1660.164232;  506.274183;  -6393.297512;  23821.325019;  1244.719768;  815.430610;  8578.139942;  11223.057567
8190.000000;  4490.935670;  44.855718;  626.242214;  0.089983;  13382.797417;  468.135270;  28.629328;  3383.850753;  -472.335142;  4.007909;  -2612.598662;  16463.176467;  -1667.357104;  511.099285;  -6426.552496;  24059.215078;  1251.046204;  823.489213;  8600.807430;  11348.385765
8220.000000;  4507.172504;  45.091974;  628.524817;  0.090637;  13430.321459;  470.838456;  31.854365;  3416.424017;  -473.952219;  4.047830;  -2625.667873;  16564.061863;  -1674.553258;  515.950530;  -6458.438558;  24290.661648;  1257.106649;  831.328840;  8622.367887;  11463.610598
8250.000000;  4523.384801;  45.307142;  630.806847;  0.091296;  13477.609540;  473.570277;  34.787309;  3447.770701;  -475.578811;  4.086607;  -2638.034946;  16679.206028;  -1681.636314;  520.595320;  -6490.835172;  24524.165854;  1263.263472;  839.274313;  8643.766725;  11572.427237
8280.000000;  4539.640573;  45.518133;  633.089707;  0.091952;  13524.801428;  476.431840;  37.333584;  3479.086164;  -477.218338;  4.124752;  -2652.503587;  16786.429885;  -1688.590586;  525.214189;  -6522.181368;  24750.675590;  1269.212431;  846.964759;  8663.583846;  11681.723959
8310.000000;  4555.921277;  45.737355;  635.373779;  0.092579;  13571.986479;  479.156659;  39.645801;  3510.558069;  -478.865809;  4.163176;  -2669.350322;  16873.240124;  -1695.469992;  529.847529;  -6553.821433;  24971.983385;  1275.196350;  854.497296;  8680.616129;  11758.347117
8340.000000;  4572.198971;  45.959012;  637.659628;  0.093151;  13618.987996;  481.791830;  41.972811;  3542.820622;  -480.516098;  4.202493;  -2685.816103;  16952.170444;  -1702.345803;  534.592856;  -6583.423836;  25186.376701;  1280.811529;  861.782448;  8699.529092;  11834.433419
8370.000000;  4588.458937;  46.213138;  639.942292;  0.093765;  13665.918334;  484.406314;  44.745733;  3572.992382;  -482.149331;  4.238649;  -2702.290216;  17043.122697;  -1709.375764;  539.047998;  -6612.647582;  25399.752652;  1286.357287;  869.053461;  8718.959690;  11906.290392
8400.000000;  4604.722756;  46.459304;  642.225593;  0.094339;  13712.847687;  486.890228;  47.442335;  3603.251164;  -483.784124;  4.275625;  -2719.843957;  17149.044812;  -1716.387559;  543.542410;  -6643.985405;  25612.878963;  1292.278842;  876.328831;  8735.516167;  11984.509660
8430.000000;  4621.013896;  46.719368;  644.512040;  0.094924;  13759.841316;  489.331950;  50.424838;  3632.895643;  -485.411493;  4.311880;  -2738.060847;  17243.181103;  -1723.514498;  547.943369;  -6675.662304;  25833.569865;  1298.257382;  883.851545;  8751.400329;  12054.327573
8460.000000;  4637.307766;  46.969538;  646.795138;  0.095554;  13806.760203;  491.896517;  53.157107;  3660.956965;  -487.042773;  4.346384;  -2756.381132;  17342.117094;  -1730.556518;  552.100429;  -6708.640455;  26062.048056;  1304.470996;  891.642098;  8765.870332;  12133.002030
8490.000000;  4653.566140;  47.213662;  649.077768;  0.096135;  13853.751933;  494.553820;  56.101440;  3692.682678;  -488.667395;  4.385059;  -2775.608062;  17432.233891;  -1737.664751;  556.815260;  -6742.147344;  26292.928868;  1310.774243;  899.526519;  8779.183971;  12194.622583
8520.000000;  4669.869431;  47.486324;  651.361802;  0.096728;  13900.980643;  497.373747;  58.617393;  3723.618174;  -490.306245;  4.422781;  -2796.572115;  17513.491555;  -1744.632865;  561.368428;  -6775.457442;  26517.854045;  1317.030132;  907.230331;  8790.890735;  12228.366388
8550.000000;  4686.202396;  47.757276;  653.647334;  0.097333;  13948.091003;  500.059053;  61.299460;  3757.244262;  -491.940668;  4.463407;  -2817.075889;  17592.612792;  -1751.669127;  566.250876;  -6807.990381;  26749.542445;  1323.147445;  915.168233;  8803.711573;  12263.991187
8580.000000;  4702.540825;  48.027785;  655.931507;  0.097937;  13995.038921;  502.485136;  64.232778;  3795.093729;  -493.564254;  4.508168;  -2834.333905;  17694.250415;  -1758.803947;  571.674757;  -6841.884442;  26999.173534;  1329.535929;  923.732613;  8818.693412;  12308.670946
8610.000000;  4718.884685;  48.275742;  658.212470;  0.098525;  14041.705875;  504.844324;  67.335762;  3833.646264;  -495.180073;  4.553595;  -2851.348395;  17791.631884;  -1765.995662;  577.188380;  -6874.034796;  27241.492727;  1335.607271;  932.013081;  8835.187137;  12368.367364
8640.000000;  4735.261762;  48.511841;  660.492741;  0.099099;  14088.242686;  507.408214;  70.359671;  3871.356206;  -496.795591;  4.598252;  -2866.101050;  17922.649484;  -1773.176715;  582.565191;  -6907.738548;  27507.019663;  1341.977364;  941.137247;  8852.522320;  12436.921670
8670.000000;  4751.666276;  48.768281;  662.769010;  0.099677;  14134.739497;  509.942985;  73.074758;  3908.045551;  -498.416668;  4.641342;  -2880.370275;  18037.485788;  -1780.253990;  587.739365;  -6941.050008;  27756.987252;  1348.279602;  949.707184;  8870.438201;  12509.769810
8700.000000;  4768.070500;  49.015695;  665.042488;  0.100202;  14181.247247;  512.263162;  76.111824;  3942.579301;  -500.023988;  4.681785;  -2894.629733;  18147.775051;  -1787.450068;  592.596943;  -6974.851533;  28005.241978;  1354.671050;  958.255841;  8888.187788;  12558.946244
8730.000000;  4784.519348;  49.256290;  667.314606;  0.100702;  14227.939696;  514.745225;  78.900957;  3978.546582;  -501.636852;  4.723831;  -2907.009730;  18271.999893;  -1794.571032;  597.671690;  -7008.335575;  28254.108283;  1361.020766;  966.819540;  8908.142183;  12628.987975
8760.000000;  4800.941343;  49.479032;  669.586472;  0.101254;  14274.677059;  517.499980;  82.340578;  4015.169933;  -503.227309;  4.767273;  -2917.391605;  18399.663335;  -1801.927076;  602.868253;  -7044.001932;  28514.903981;  1367.782830;  975.791582;  8928.780359;  12700.857098
8790.000000;  4817.308564;  49.699507;  671.860229;  0.101826;  14321.597798;  520.192769;  85.643900;  4052.021207;  -504.825808;  4.810650;  -2925.626073;  18546.760839;  -1809.214360;  608.095602;  -7079.844308;  28800.351363;  1374.594898;  985.625932;  8951.494842;  12784.065859
8820.000000;  4833.691796;  49.934182;  674.134782;  0.102448;  14368.694549;  522.947901;  88.720671;  4089.423113;  -506.432299;  4.855108;  -2932.749110;  18707.180603;  -1816.423672;  613.424267;  -7115.310139;  29086.623243;  1381.348497;  995.484547;  8975.675073;  12880.845703
8850.000000;  4850.182756;  50.180329;  676.406969;  0.103089;  14415.565166;  525.550728;  91.879391;  4124.886764;  -508.029365;  4.896774;  -2939.399691;  18855.762058;  -1823.706283;  618.450748;  -7151.905046;  29371.326751;  1388.309166;  1005.289469;  8999.303063;  12966.110877
8880.000000;  4866.617055;  50.439084;  678.679088;  0.103815;  14462.485953;  528.423238;  95.177788;  4161.308301;  -509.623240;  4.939051;  -2944.502972;  19010.104595;  -1831.021033;  623.584251;  -7189.009514;  29649.954842;  1395.374780;  1014.885246;  9024.177904;  13067.396528
8910.000000;  4883.082227;  50.689796;  680.955759;  0.104565;  14509.428825;  531.377770;  98.774614;  4195.312446;  -511.210296;  4.979341;  -2950.124068;  19171.512910;  -1838.458241;  628.396315;  -7226.833688;  29928.182625;  1402.567339;  1024.491995;  9048.182470;  13159.715635
8940.000000;  4899.484913;  50.926337;  683.233759;  0.105319;  14556.309011;  534.135888;  102.891471;  4233.017620;  -512.783575;  5.024265;  -2954.518720;  19344.085270;  -1846.061624;  633.728355;  -7264.629916;  30211.556232;  1409.763818;  1034.280974;  9073.689136;  13256.108920
8970.000000;  4915.838115;  51.167351;  685.512426;  0.106075;  14603.054585;  536.879907;  107.316603;  4268.879486;  -514.349257;  5.066655;  -2958.400656;  19526.917828;  -1853.757484;  638.784389;  -7302.019092;  30507.239558;  1416.889254;  1044.479451;  9100.084494;  13371.812697
9000.000000;  4932.210926;  51.405640;  687.790218;  0.106825;  14649.817719;  539.738172;  111.614747;  4302.897688;  -515.917367;  5.106216;  -2962.912200;  19710.361322;  -1861.415702;  643.535138;  -7339.765999;  30792.954263;  1424.074961;  1054.344770;  9125.497302;  13484.601016
9030.000000;  4948.557283;  51.640239;  690.065344;  0.107578;  14696.325720;  542.666599;  116.486756;  4337.136615;  -517.465212;  5.145922;  -2967.252438;  19882.017606;  -1869.270248;  648.289972;  -7376.836337;  31096.714099;  1431.137081;  1064.804359;  9151.747949;  13599.282247
9060.000000;  4964.943564;  51.882554;  692.338925;  0.108283;  14742.694676;  545.224758;  121.091647;  4373.524988;  -519.019094;  5.188382;  -2972.015667;  20053.655744;  -1877.041831;  653.346593;  -7413.804736;  31390.262367;  1438.176331;  1074.937503;  9177.363815;  13696.608541
9090.000000;  4981.305851;  52.141032;  694.613165;  0.108968;  14789.084756;  547.868280;  125.326192;  4403.378125;  -520.587362;  5.222781;  -2975.995403;  20227.766757;  -1884.666153;  657.492089;  -7449.751437;  31679.506830;  1445.036148;  1084.928178;  9204.365757;  13801.087533
9120.000000;  4997.660823;  52.391126;  696.887210;  0.109669;  14835.500773;  550.607729;  129.492920;  4433.052458;  -522.157903;  5.257056;  -2982.368933;  20389.658355;  -1892.263432;  661.625921;  -7485.765880;  31957.498099;  1451.889968;  1094.539429;  9228.875546;  13886.793715
9150.000000;  5014.044777;  52.669805;  699.162920;  0.110387;  14882.052771;  553.016914;  133.688756;  4464.339514;  -523.728387;  5.293205;  -2989.255761;  20556.213857;  -1899.880775;  665.972562;  -7521.509370;  32224.191851;  1458.691636;  1103.770402;  9253.266567;  13970.692470
9180.000000;  5030.416898;  52.927874;  701.439481;  0.111127;  14928.838198;  555.913716;  138.463137;  4496.858327;  -525.280280;  5.330884;  -2995.969651;  20707.610764;  -1907.708055;  670.478855;  -7558.282914;  32493.716445;  1465.683618;  1113.099472;  9277.600432;  14043.538452
9210.000000;  5046.821639;  53.188718;  703.714082;  0.111873;  14975.390874;  558.570683;  142.801438;  4530.251874;  -526.843796;  5.369682;  -3004.490674;  20851.683178;  -1915.387443;  675.106439;  -7594.728848;  32771.131310;  1472.600298;  1122.704294;  9299.877570;  14107.814023
9240.000000;  5063.230739;  53.423298;  705.991661;  0.112618;  15021.921366;  561.021428;  147.327982;  4563.686636;  -528.403645;  5.408736;  -3012.549007;  21006.281300;  -1923.138358;  679.744420;  -7631.570947;  33043.633413;  1479.592372;  1132.152036;  9322.402163;  14177.624078
9270.000000;  5079.644986;  53.681355;  708.271116;  0.113323;  15068.491576;  563.399619;  151.806643;  4600.006634;  -529.966331;  5.450894;  -3020.912713;  21173.221053;  -1930.876238;  684.777021;  -7669.058847;  33329.378257;  1486.699742;  1142.081000;  9344.099932;  14239.646998
9300.000000;  5096.080578;  53.958105;  710.550825;  0.114004;  15115.039048;  565.782003;  156.038401;  4633.266299;  -531.537594;  5.489424;  -3030.550717;  21328.877072;  -1938.527440;  689.372911;  -7705.329413;  33592.810536;  1493.575880;  1151.224708;  9365.339568;  14303.558906
9330.000000;  5112.498742;  54.228544;  712.832215;  0.114704;  15161.620593;  568.193250;  160.048247;  4667.474563;  -533.118284;  5.529365;  -3039.764753;  21504.785747;  -1946.092486;  694.124459;  -7741.813754;  33853.136638;  1500.494404;  1160.279515;  9386.704926;  14377.087259
9360.000000;  5128.990358;  54.495208;  715.113212;  0.115342;  15208.181159;  570.353430;  163.492954;  4699.211925;  -534.714385;  5.566828;  -3049.546457;  21690.679646;  -1953.481262;  698.541834;  -7778.924038;  34103.387383;  1507.522120;  1169.019095;  9406.633661;  14443.389759
9390.000000;  5145.504209;  54.735842;  717.391832;  0.115998;  15254.742795;  572.580508;  167.505188;  4734.245842;  -536.287979;  5.608632;  -3058.176329;  21887.157657;  -1961.087887;  703.450510;  -7816.943998;  34386.704547;  1514.724046;  1178.898285;  9427.371878;  14512.944067
9420.000000;  5162.047424;  54.988431;  719.668625;  0.116661;  15301.228987;  574.950780;  171.550504;  4769.695955;  -537.856717;  5.650884;  -3068.207219;  22065.963460;  -1968.722647;  708.405252;  -7856.371349;  34677.387538;  1522.170298;  1189.054990;  9445.507906;  14547.943129
9450.000000;  5178.595061;  55.243377;  721.946618;  0.117320;  15347.942419;  577.324859;  175.543247;  4803.607712;  -539.428898;  5.691431;  -3079.856199;  22242.191403;  -1976.336434;  713.186900;  -7894.900342;  34972.644261;  1529.442554;  1199.391691;  9462.948025;  14570.863934
9480.000000;  5195.222779;  55.508255;  724.224512;  0.117971;  15394.752090;  580.074817;  179.772226;  4838.168092;  -540.990834;  5.732602;  -3091.436047;  22442.622916;  -1984.063519;  718.040716;  -7932.999789;  35271.660747;  1536.638035;  1209.908222;  9481.119453;  14594.779842
9510.000000;  5211.862911;  55.777555;  726.501539;  0.118625;  15441.725012;  582.840912;  184.467175;  4872.157087;  -542.536236;  5.773207;  -3101.753595;  22663.919553;  -1991.963638;  722.821480;  -7970.886944;  35586.466612;  1543.805962;  1220.981717;  9501.222186;  14634.207186
9540.000000;  5228.497958;  56.031006;  728.778164;  0.119256;  15488.715901;  585.229902;  188.946777;  4906.511287;  -544.088787;  5.813731;  -3112.254688;  22895.481351;  -1999.782150;  727.660541;  -8008.386647;  35890.151321;  1550.902204;  1231.706945;  9521.328731;  14667.850809
9570.000000;  5245.121586;  56.309579;  731.055296;  0.119838;  15535.760764;  587.486539;  193.518600;  4940.813140;  -545.639951;  5.853903;  -3122.531275;  23142.361433;  -2007.625757;  732.458625;  -8044.781609;  36195.074428;  1557.799854;  1242.512242;  9542.677509;  14698.832979
9600.000000;  5261.732591;  56.591544;  733.333352;  0.120431;  15582.958605;  589.602498;  198.423868;  4974.120193;  -547.180625;  5.892615;  -3133.562617;  23383.821537;  -2015.590519;  737.098328;  -8082.356680;  36478.505583;  1564.907292;  1252.590268;  9562.665267;  14720.923135
9630.000000;  5278.372635;  56.876753;  735.609859;  0.121022;  15630.164944;  591.833841;  203.008773;  5004.743936;  -548.729119;  5.928508;  -3144.646019;  23641.041726;  -2023.450782;  741.386298;  -8120.287189;  36774.254346;  1572.078980;  1263.124783;  9582.122081;  14732.991907
9660.000000;  5295.085708;  57.147898;  737.885320;  0.121620;  15677.548932;  594.106822;  207.861472;  5035.634719;  -550.265147;  5.964827;  -3155.229980;  23894.196827;  -2031.435778;  745.734441;  -8158.442890;  37072.085997;  1579.296823;  1273.716302;  9602.304461;  14751.213294
9690.000000;  5311.789010;  57.406456;  740.161979;  0.122187;  15725.014163;  596.211960;  212.323504;  5067.512465;  -551.816052;  6.003112;  -3167.139002;  24151.739828;  -2039.272826;  750.310421;  -8195.972541;  37375.344546;  1586.391289;  1284.495953;  9621.479525;  14769.741393
9720.000000;  5328.463772;  57.686394;  742.436502;  0.122708;  15772.445905;  598.500259;  216.642477;  5097.647523;  -553.371070;  6.039303;  -3178.717327;  24393.638601;  -2047.044287;  754.635932;  -8232.668557;  37684.434467;  1593.336572;  1295.437973;  9641.523987;  14797.903320
9750.000000;  5345.118845;  57.938851;  744.708582;  0.123263;  15819.721745;  600.827871;  220.730707;  5128.744157;  -554.932775;  6.076098;  -3190.371182;  24641.508042;  -2054.720008;  759.166160;  -8268.141196;  37973.007675;  1600.057764;  1305.679281;  9662.172482;  14828.716070
9780.000000;  5361.756531;  58.198925;  746.981903;  0.123843;  15866.995563;  602.988860;  224.527416;  5159.486272;  -556.505154;  6.112480;  -3201.249574;  24871.822939;  -2062.287625;  763.619967;  -8304.690379;  38241.328444;  1606.980556;  1315.206293;  9682.509237;  14857.922618
9810.000000;  5378.434323;  58.493583;  749.259084;  0.124420;  15914.169526;  605.179267;  228.283510;  5190.525078;  -558.081089;  6.149417;  -3210.757398;  25131.572146;  -2069.856714;  768.134403;  -8341.668257;  38517.705680;  1613.991071;  1325.025918;  9703.774055;  14907.767470
9840.000000;  5395.022684;  58.765450;  751.535116;  0.124903;  15961.290980;  607.384024;  231.741098;  5221.306839;  -559.669386;  6.186493;  -3221.799617;  25389.063622;  -2077.281093;  772.667901;  -8377.682464;  38807.379875;  1620.814207;  1335.290054;  9723.971524;  14957.330627
9870.000000;  5411.654177;  59.037905;  753.812813;  0.125425;  16008.505743;  609.418248;  235.120851;  5251.604129;  -561.260471;  6.222590;  -3233.619070;  25642.649868;  -2084.693034;  777.033858;  -8413.741500;  39078.658627;  1627.640201;  1344.951455;  9743.419710;  14987.821605
9900.000000;  5428.321054;  59.306087;  756.092776;  0.125932;  16055.782462;  611.364173;  237.779350;  5283.434504;  -562.877364;  6.260183;  -3244.338844;  25894.925751;  -2091.850698;  781.564894;  -8448.503237;  39353.002952;  1634.239442;  1354.705674;  9764.644940;  15026.872435
9930.000000;  5444.959662;  59.568801;  758.375315;  0.126408;  16102.922134;  613.296802;  240.425193;  5312.442964;  -564.497487;  6.294660;  -3255.262483;  26151.828140;  -2098.997359;  785.729470;  -8484.265743;  39629.539548;  1641.017899;  1364.564180;  9784.677132;  15049.213387
9960.000000;  5461.562278;  59.838688;  760.654997;  0.126894;  16150.073843;  615.381580;  243.377697;  5343.031211;  -566.105880;  6.330746;  -3266.125749;  26397.685976;  -2106.242018;  790.091644;  -8519.932928;  39924.879616;  1647.779594;  1375.074186;  9805.041834;  15051.465314
9990.000000;  5478.134048;  60.106978;  762.937399;  0.127357;  16197.165080;  617.652458;  246.365603;  5374.522133;  -567.716341;  6.367188;  -3276.232146;  26640.383550;  -2113.491041;  794.466803;  -8556.300755;  40212.678391;  1654.673989;  1385.282920;  9825.535836;  15075.437885
10020.000000;  5494.727394;  60.353027;  765.215840;  0.127861;  16244.217740;  619.937636;  248.962603;  5407.211105;  -569.334941;  6.405277;  -3286.296724;  26876.667128;  -2120.606360;  799.021098;  -8592.802845;  40493.074555;  1661.592805;  1395.212328;  9845.675512;  15104.379766
10050.000000;  5511.390926;  60.584166;  767.495504;  0.128387;  16291.291793;  622.142812;  251.667819;  5439.709598;  -570.948708;  6.442901;  -3294.987464;  27135.466329;  -2127.787308;  803.557056;  -8629.510279;  40780.598133;  1668.559722;  1405.422217;  9867.172005;  15130.903594
10080.000000;  5528.047370;  60.837485;  769.773260;  0.128856;  16338.406675;  624.322959;  254.688070;  5474.575472;  -572.549242;  6.482753;  -3304.699308;  27371.245983;  -2135.086629;  808.411629;  -8667.888150;  41059.281735;  1675.822598;  1415.284637;  9886.514644;  15161.383598
10110.000000;  5544.688300;  61.113917;  772.052118;  0.129348;  16385.545033;  626.703072;  258.626815;  5512.784059;  -574.120302;  6.526898;  -3313.775087;  27645.755740;  -2142.718233;  813.799091;  -8707.331551;  41355.312453;  1683.284192;  1425.818770;  9906.251286;  15186.799717
10140.000000;  5561.349027;  61.397859;  774.331376;  0.129853;  16432.448241;  629.161333;  262.464266;  5548.421752;  -575.695113;  6.567869;  -3322.951212;  27912.561171;  -2150.316622;  818.829880;  -8745.844715;  41646.974405;  1690.574157;  1436.176694;  9926.359406;  15214.745405
10170.000000;  5578.027145;  61.678216;  776.611282;  0.130394;  16479.455720;  631.829055;  266.289333;  5587.352702;  -577.270654;  6.613051;  -3332.371611;  28186.478476;  -2157.915473;  824.364699;  -8784.006432;  41946.847405;  1697.799178;  1446.797811;  9946.618489;  15255.036641
10200.000000;  5594.739905;  61.947505;  778.890925;  0.130941;  16526.462546;  634.605856;  269.703283;  5626.502860;  -578.858158;  6.658459;  -3341.136536;  28467.041954;  -2165.378585;  829.922420;  -8822.447913;  42236.861766;  1705.080098;  1457.024758;  9967.055566;  15329.174941
10230.000000;  5611.519496;  62.221345;  781.168998;  0.131463;  16573.549395;  637.479266;  273.149070;  5663.134497;  -580.438881;  6.700806;  -3350.218156;  28766.541725;  -2172.888317;  835.171011;  -8863.673214;  42513.064466;  1712.865041;  1466.826600;  9985.033431;  15400.551893
10260.000000;  5628.269552;  62.469072;  783.446436;  0.131999;  16620.507931;  640.199878;  276.754295;  5701.295451;  -582.014378;  6.745037;  -3359.045597;  29064.444464;  -2180.446910;  840.631680;  -8905.325773;  42791.362395;  1720.728594;  1476.721417;  10002.874149;  15463.034109
10290.000000;  5645.010642;  62.750066;  785.722880;  0.132577;  16667.392480;  642.918913;  279.874914;  5735.104074;  -583.605151;  6.784015;  -3367.065523;  29376.924457;  -2187.826226;  845.454952;  -8947.003685;  43083.613678;  1728.602425;  1487.060526;  10021.102758;  15554.795861
10320.000000;  5661.819130;  63.043686;  788.000824;  0.133090;  16714.340854;  645.605262;  283.010845;  5768.878340;  -585.195354;  6.822586;  -3374.494760;  29708.652315;  -2195.231901;  850.280678;  -8987.724743;  43353.854182;  1736.307445;  1496.695016;  10040.832339;  15653.820530
10350.000000;  5678.559610;  63.325260;  790.277021;  0.133680;  16761.466432;  648.373747;  286.023448;  5796.684774;  -586.790511;  6.854876;  -3381.580536;  30019.291947;  -2202.565888;  854.282753;  -9027.888643;  43605.688828;  1743.915249;  1505.643564;  10061.416181;  15761.799295
10380.000000;  5695.306463;  63.615716;  792.554121;  0.134299;  16808.631353;  651.124383;  288.938693;  5827.425529;  -588.390124;  6.890450;  -3388.024341;  30317.390306;  -2209.863732;  858.678374;  -9067.257021;  43851.741444;  1751.383764;  1514.380089;  10083.279175;  15868.631750
10410.000000;  5711.934996;  63.903687;  794.833388;  0.134925;  16856.160007;  653.927779;  291.994799;  5857.682401;  -589.992269;  6.926035;  -3395.316802;  30623.639813;  -2217.163711;  862.993134;  -9105.058267;  44092.598805;  1758.563764;  1522.964666;  10105.955906;  15973.042592
10440.000000;  5728.578800;  64.190866;  797.111857;  0.135603;  16903.669051;  656.482219;  295.261892;  5887.239211;  -591.585715;  6.961311;  -3402.729485;  30913.720738;  -2224.548288;  867.216167;  -9143.472657;  44344.443224;  1765.854099;  1531.881688;  10128.139554;  16089.651029
10470.000000;  5745.180290;  64.506564;  799.391003;  0.136281;  16950.973353;  659.343293;  298.112018;  5915.757003;  -593.195490;  6.996167;  -3410.260017;  31199.306378;  -2231.763302;  871.374925;  -9181.202042;  44581.652926;  1773.017466;  1540.292648;  10150.253279;  16202.898454
10500.000000;  5761.827118;  64.828409;  801.671047;  0.136950;  16998.188027;  661.968336;  300.850731;  5943.237081;  -594.808358;  7.030095;  -3418.010694;  31495.710601;  -2238.954258;  875.357835;  -9218.919521;  44837.863055;  1780.176275;  1549.337377;  10172.020368;  16335.959030
10530.000000;  5778.456709;  65.141002;  803.950900;  0.137652;  17045.360271;  664.529385;  303.640121;  5966.707488;  -596.420016;  7.060123;  -3426.182962;  31793.859479;  -2246.156928;  878.821589;  -9256.523477;  45076.101107;  1787.310868;  1557.805179;  10193.435485;  16455.956270
10560.000000;  5795.062481;  65.440433;  806.230936;  0.138311;  17092.701917;  667.051259;  305.928930;  5988.220680;  -598.048966;  7.086902;  -3434.638548;  32067.648066;  -2253.170167;  882.007627;  -9294.424536;  45323.351779;  1794.498567;  1566.544386;  10214.140613;  16573.828420
10590.000000;  5811.621583;  65.746480;  808.509848;  0.138952;  17140.090181;  669.317497;  308.405547;  6014.980664;  -599.672441;  7.120237;  -3444.338809;  32340.793620;  -2260.233101;  885.964630;  -9331.912143;  45576.001959;  1801.601874;  1575.465548;  10234.072540;  16697.700539
10620.000000;  5828.137447;  66.068993;  810.789380;  0.139526;  17187.450514;  671.440966;  310.913546;  6040.293980;  -601.296887;  7.152146;  -3453.240244;  32601.655678;  -2267.291880;  889.728258;  -9369.439750;  45851.036380;  1808.718411;  1585.135323;  10254.740537;  16820.504173
10650.000000;  5844.617131;  66.369294;  813.069911;  0.140069;  17234.942591;  673.407533;  313.058003;  6068.284249;  -602.936446;  7.186265;  -3464.271965;  32840.324346;  -2274.200518;  893.857716;  -9405.706417;  46112.175498;  1815.590368;  1594.287249;  10274.162658;  16939.622497
10680.000000;  5861.159124;  66.690141;  815.351282;  0.140612;  17282.665806;  675.518197;  315.058580;  6094.926922;  -604.579472;  7.218365;  -3473.448371;  33095.415338;  -2281.079705;  897.771645;  -9442.023730;  46360.720249;  1822.487659;  1603.000230;  10295.591172;  17080.770112
10710.000000;  5877.668549;  67.018657;  817.632645;  0.141151;  17330.371641;  677.601320;  317.044770;  6122.537588;  -606.224154;  7.250614;  -3482.128130;  33350.814551;  -2287.941161;  901.796007;  -9478.168236;  46596.257839;  1829.357255;  1611.262994;  10317.613179;  17225.576169
