time / ps;msd / pm^2;std / pm^2
6372.0;1376800.179952;33942.172999274524
6381.0;1378701.5958668;34034.55638159742
6390.0;1380584.7729702;34151.2256049697
6399.0;1382493.2762384;34231.38067762792
6408.0;1384387.1270432002;34344.23118521848
6417.0;1386265.7079918;34435.970392461895
6426.0;1388157.4958136;34546.11242580744
6435.0;1390066.8107248;34655.48498013613
6444.0;1391964.0202684;34758.25294886036
6453.0;1393850.920528;34869.9074148033
6462.0;1395744.0313952;34977.17892892131
6471.0;1397629.0530349999;35095.54176980827
6480.0;1399520.4975053999;35197.81199326063
6489.0;1401407.4440154;35310.88884489662
6498.0;1403288.637758;35423.7577982975
6507.0;1405180.7801136;35543.7554463369
6516.0;1407080.9307718;35650.56500565357
6525.0;1408971.3864451998;35764.915970299524
6534.0;1410853.6347422;35871.749589142215
6543.0;1412734.9999512;35995.09400717472
6552.0;1414622.5555752;36109.924722870775
6561.0;1416503.8839946;36221.235238096095
6570.0;1418394.4981598002;36326.727407294995
6579.0;1420293.8287732;36446.422827053124
6588.0;1422189.2985982;36553.0892855029
6597.0;1424073.009472;36656.63504950492
6606.0;1425956.3005668;36769.25542826649
6615.0;1427839.1989787999;36882.031424767134
6624.0;1429721.300055;36980.98182806426
6633.0;1431607.6376013998;37090.49823535273
6642.0;1433484.7166779998;37183.492180134024
6651.0;1435349.9848254;37278.32174139911
6660.0;1437228.3699822;37396.49949228868
6669.0;1439116.9087244;37493.874877000584
6678.0;1440994.2262600001;37604.93111381539
6687.0;1442879.9761632;37716.24499191905
6696.0;1444763.159119;37828.02956093856
6705.0;1446660.4319626;37944.71963168425
6714.0;1448566.3948616001;38042.364021890586
6723.0;1450465.5055188;38149.089759750445
6732.0;1452367.8628396;38268.31613846501
6741.0;1454256.9494576;38375.096595659605
6750.0;1456147.8366522;38492.110547896875
